test,arch,platform,passed,status,extra_args,qemu,qemu_time,ram_size,rom_size
samples/net/dtls_client/test-nano,x86,qemu_x86,True,,,True,,110986,90326
tests/bluetooth/init/test_5,x86,galileo,True,,CONF_FILE=prj_5.conf,False,,81915,69227
tests/benchmark/footprint/nanokernel/footprint-max,arm,olimexino_stm32,True,,TEST=max,False,,4720,11340
tests/kernel/test_pipe/test,arm,arduino_due,True,,,False,,14604,23600
tests/kernel/test_map/test,arm,nucleo_f103rb,True,,,False,,12928,15508
tests/kernel/test_atomic/test,x86,quark_se_devboard,True,,,False,,5220,17119
samples/bluetooth/ipsp/test_x86,x86,qemu_x86_iamcu,True,,,True,,110813,91337
tests/kernel/test_libs/test,x86,galileo,True,,,False,,47987,36331
samples/drivers/grove_lcd/test,arm,arduino_due,True,,,False,,3364,8336
samples/bluetooth/peripheral_sc_only/test_arm,arm,qemu_cortex_m3,True,,,True,,13844,41968
tests/kernel/test_build/test_debug,x86,quark_d2000_crb,True,,CONF_FILE=debug.conf,False,,3076,16696
tests/bluetooth/init/test_16,x86,minnowboard,True,,CONF_FILE=prj_16.conf,False,,50245,41173
tests/bluetooth/init/test_7,x86,galileo,True,,CONF_FILE=prj_7.conf,False,,84839,72087
samples/power/power_mgr/test,x86,quark_se_devboard,True,,,False,,10940,24348
tests/kernel/test_sleep/test,arm,qemu_cortex_m3,True,,,True,2.1446871757507324,3828,7716
tests/kernel/test_pipe_priv/test,arm,qemu_cortex_m3,True,,,True,9.72110915184021,14648,23096
samples/bluetooth/peripheral/test_arm,arm,qemu_cortex_m3,True,,,True,,17532,55244
tests/kernel/test_map_priv/test,x86,qemu_x86,True,,,True,0.28904271125793457,26882,16290
tests/bluetooth/init/test_micro,x86,qemu_x86_iamcu,True,,,True,,37719,28359
samples/bluetooth/central_hr/test,x86,qemu_x86_iamcu,True,,,True,,78353,66561
tests/kernel/test_critical/test,arm,frdm_k64f,True,,,False,,9244,14152
tests/crypto/test_prng/test,arm,qemu_cortex_m3,True,,,True,0.04468131065368652,57548,12668
tests/kernel/test_timer/microkernel/test,x86,quark_se_devboard,True,,,False,,15776,32477
samples/bluetooth/peripheral_esp/test_arm,arm,nucleo_f103rb,True,,,False,,15292,48124
tests/bluetooth/init/test_1,x86,minnowboard,True,,CONF_FILE=prj_1.conf,False,,46017,36945
tests/kernel/test_mail/test,arm,frdm_k64f,True,,,False,,13408,23508
tests/benchmark/latency_measure/nanokernel/test,x86,galileo,True,,,False,,44224,34756
tests/kernel/test_ipm/test,arc,quark_se_sss_devboard,True,,,False,,5124,12444
samples/synchronization/microkernel/test,x86,quark_se_devboard,True,,,False,,10464,18585
tests/bluetooth/init/test_4,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_4.conf,True,,56153,46537
tests/kernel/test_pipe_priv/test,x86,qemu_x86,True,,,True,10.229298114776611,39805,28317
tests/crypto/test_aes/test,x86,qemu_x86_iamcu,True,,,True,0.26377034187316895,35912,26376
tests/bluetooth/init/test_7,arm,arduino_due,True,,CONF_FILE=prj_7.conf,False,,13548,41756
tests/kernel/test_stackprot/nanokernel/test,arm,stm32_mini_a15,True,,,False,,4524,10960
tests/kernel/test_obj_tracing/nanokernel/test,x86,qemu_x86,True,,,True,0.2155599594116211,18228,8788
tests/kernel/test_early_sleep/test,x86,quark_se_devboard,True,,,False,,11072,21798
tests/kernel/test_sprintf/microkernel/test,arm,arduino_due,True,,,False,,8352,18684
tests/kernel/test_events/test,x86,galileo,True,,,False,,49909,37205
tests/benchmark/footprint/nanokernel/footprint-reg,x86,quark_se_devboard,True,,TEST=reg,False,,3740,12381
tests/bluetooth/init/test_14,arm,stm32_mini_a15,True,,CONF_FILE=prj_14.conf,False,,14052,46880
tests/kernel/test_obj_tracing/microkernel/test,arm,arduino_due,True,,,False,,14136,12904
tests/bluetooth/init/test_17,x86,arduino_101,True,,CONF_FILE=prj_17.conf,False,,20540,101052
tests/kernel/test_stack/nanokernel/test,arm,qemu_cortex_m3,True,,,True,1.1077818870544434,9560,8816
tests/bluetooth/init/test_21,x86,qemu_x86,True,,CONF_FILE=prj_21.conf,True,,109114,96634
tests/kernel/test_ipm/test,x86,galileo,True,,,False,,40638,33674
tests/drivers/pinmux/test_pinmux_dev,arm,stm32_mini_a15,True,,,False,,3516,7624
tests/kernel/test_obj_tracing/nanokernel/test,x86,minnowboard,True,,,False,,18256,8816
samples/philosophers/microkernel/test,x86,quark_se_devboard,True,,,False,,16116,20239
tests/bluetooth/init/test_12,arm,frdm_k64f,True,,CONF_FILE=prj_12.conf,False,,14300,45062
tests/kernel/test_ring_buf/test,x86,qemu_x86,True,,,True,0.2353956699371338,12846,8666
samples/bluetooth/peripheral_esp/test_arm,arm,olimexino_stm32,True,,,False,,15340,48160
tests/kernel/test_tickless/microkernel/test,x86,minnowboard,True,,,False,,23166,14598
tests/benchmark/app_kernel/test,x86,quark_se_devboard,True,,,False,,37972,44770
tests/bluetooth/init/test_5,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_5.conf,True,,57897,48281
samples/philosophers/microkernel/test,arm,qemu_cortex_m3,True,,,True,,14028,18196
tests/bluetooth/init/test_11,arm,frdm_k64f,True,,CONF_FILE=prj_11.conf,False,,14300,47654
samples/bluetooth/peripheral_csc/test_arm,arm,olimexino_stm32,True,,,False,,14140,35668
samples/power/power_hooks/test,x86,quark_se_devboard,True,,,False,,10428,18971
tests/benchmark/footprint/microkernel/footprint-min,arm,qemu_cortex_m3,True,,TEST=min,True,,1500,6332
tests/bluetooth/init/test_14,arm,frdm_k64f,True,,CONF_FILE=prj_14.conf,False,,14344,47314
tests/benchmark/footprint/nanokernel/footprint-min,arm,frdm_k64f,True,,TEST=min,False,,760,4856
tests/bluetooth/init/test_19,arm,stm32_mini_a15,True,,CONF_FILE=prj_19.conf,False,,14688,39284
tests/bluetooth/init/test_micro,arm,arduino_due,True,,,False,,11892,22848
tests/kernel/test_xip/nanokernel/test,arm,nucleo_f103rb,True,,,False,,3600,7848
tests/bluetooth/init/test_0,x86,minnowboard,True,,CONF_FILE=prj_0.conf,False,,31418,23082
tests/kernel/test_stack/nanokernel/test,x86,qemu_x86,True,,,True,1.2338497638702393,21107,11663
tests/benchmark/footprint/microkernel/footprint-max,arm,olimexino_stm32,True,,TEST=max,False,,15800,31964
samples/bluetooth/peripheral/test_x86,x86,qemu_x86_iamcu,True,,,True,,78428,66492
tests/kernel/test_obj_tracing/nanokernel/test,arm,nucleo_f103rb,True,,,False,,9844,9016
tests/crypto/test_aes/test,arm,olimexino_stm32,True,,,False,,11836,25802
tests/kernel/test_fifo/microkernel/test,x86,arduino_101,True,,,False,,12616,28549
samples/synchronization/microkernel/test,x86,galileo,True,,,False,,47366,37774
tests/crypto/test_prng/test,x86,qemu_x86,True,,,True,0.28872013092041016,71941,16317
samples/synchronization/nanokernel/test,x86,quark_se_devboard,True,,,False,,7236,13827
tests/kernel/test_mail_priv/test,arm,nucleo_f103rb,True,,,False,,13228,23224
tests/bluetooth/init/test_9,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_9.conf,True,,61895,52215
tests/kernel/test_early_sleep/test,x86,galileo,True,,,False,,45734,35598
tests/bluetooth/init/test_11,x86,minnowboard,True,,CONF_FILE=prj_11.conf,False,,66516,56836
tests/benchmark/footprint/nanokernel/footprint-min,arc,quark_se_sss_devboard,True,,TEST=min,False,,1380,3744
tests/kernel/test_ring_buf/test,arm,stm32_mini_a15,True,,,False,,4564,8944
tests/kernel/test_xip/nanokernel/test,arm,qemu_cortex_m3,True,,,True,0.006861448287963867,3280,5084
tests/bluetooth/init/test_h5_dbg,x86,quark_se_devboard,True,,CONF_FILE=prj_h5_dbg.conf,False,,17212,34141
tests/kernel/test_timer/microkernel/test,arm,arduino_due,True,,,False,,13716,23192
samples/cpp_synchronization/nanokernel/test,arm,nucleo_f103rb,True,,,False,,5632,9180
samples/drivers/watchdog/test,x86,quark_d2000_crb,True,,,False,,1060,5562
tests/bluetooth/init/test_9,arm,arduino_due,True,,CONF_FILE=prj_9.conf,False,,13744,42680
tests/bluetooth/init/test_8,x86,quark_se_devboard,True,,CONF_FILE=prj_8.conf,False,,15900,56576
tests/benchmark/latency_measure/microkernel/test,x86,quark_se_devboard,True,,,False,,13876,26104
tests/bluetooth/shell/test_arm_nano,arm,qemu_cortex_m3,True,,KERNEL_TYPE=nano,True,,17776,80348
samples/cpp_synchronization/microkernel/test,arm,qemu_cortex_m3,True,,,True,,10580,16864
tests/kernel/test_sema_priv/test,x86,quark_se_devboard,True,,,False,,19308,23635
tests/bluetooth/init/test_10,arm,nucleo_f103rb,True,,CONF_FILE=prj_10.conf,False,,14020,44988
samples/bluetooth/peripheral_csc/test_arm,arm,nucleo_f103rb,True,,,False,,14092,35632
tests/bluetooth/init/test_8,arm,frdm_k64f,True,,CONF_FILE=prj_8.conf,False,,14084,43114
tests/kernel/test_context/test,arm,frdm_k64f,True,,,False,,6272,13556
samples/kernel_event_logger/microkernel/test,x86,qemu_x86,True,,,True,,38774,21254
tests/bluetooth/init/test_16,arm,arduino_due,True,,CONF_FILE=prj_16.conf,False,,12724,32340
tests/bluetooth/init/test_h5,arm,frdm_k64f,True,,CONF_FILE=prj_h5.conf,False,,12620,22926
samples/cpp_synchronization/microkernel/test,x86,quark_se_devboard,True,,,False,,12512,28744
tests/kernel/test_mutex/test,arm,qemu_cortex_m3,True,,,True,7.325762510299683,11316,13704
tests/kernel/test_lifo/test,x86,quark_d2000_crb,True,,,False,,5108,15078
tests/crypto/test_aes/test,x86,arduino_101,True,,,False,,13436,32223
tests/bluetooth/init/test_h5,arm,nucleo_f103rb,True,,CONF_FILE=prj_h5.conf,False,,12424,22504
samples/synchronization/nanokernel/test,arm,nucleo_f103rb,True,,,False,,5612,11256
tests/kernel/test_obj_tracing/nanokernel/test,arm,frdm_k64f,True,,,False,,10008,9240
tests/kernel/test_mail_priv/test,x86,qemu_x86_iamcu,True,,,True,0.3947908878326416,35448,24776
samples/bluetooth/beacon/test_nble,x86,arduino_101,True,,"CONF_FILE=""prj_nble.conf""",False,,16572,38195
tests/kernel/test_errno/test,x86,qemu_x86_iamcu,True,,,True,0.24755263328552246,12452,8752
tests/bluetooth/init/test_2,arm,olimexino_stm32,True,,CONF_FILE=prj_2.conf,False,,13068,32704
tests/bluetooth/init/test_17,x86,galileo,True,,CONF_FILE=prj_17.conf,False,,133709,118125
tests/kernel/test_sema/microkernel/test,x86,qemu_x86_iamcu,True,,,True,12.7175931930542,25195,17783
tests/bluetooth/init/test_2,x86,quark_se_devboard,True,,CONF_FILE=prj_2.conf,False,,15004,44357
tests/kernel/test_sema/nanokernel/test,arm,stm32_mini_a15,True,,,False,,7224,15500
tests/bluetooth/init/test_0,arm,stm32_mini_a15,True,,CONF_FILE=prj_0.conf,False,,11140,20860
tests/kernel/test_pipe/test,arm,nucleo_f103rb,True,,,False,,14972,25800
tests/kernel/test_sema/nanokernel/test,x86,quark_se_devboard,True,,,False,,9000,21664
tests/kernel/test_task/test,x86,qemu_x86,True,,,True,3.2521629333496094,24782,16214
tests/kernel/test_mutex/test,x86,arduino_101,True,,,False,,13432,22666
tests/bluetooth/init/test_7,x86,arduino_101,True,,CONF_FILE=prj_7.conf,False,,15932,58669
tests/bluetooth/shell/test_arm_nano,arm,olimexino_stm32,True,,KERNEL_TYPE=nano,False,,18124,82888
tests/kernel/test_build/test_newlib,arm,qemu_cortex_m3,True,,CONF_FILE=newlib.conf,True,,7624,42084
tests/kernel/test_libs/test,x86,quark_se_devboard,True,,,False,,12544,21099
tests/kernel/test_stackprot/microkernel/test,x86,minnowboard,True,,,False,,25095,16563
tests/bluetooth/init/test_20,x86,quark_se_devboard,True,,CONF_FILE=prj_20.conf,False,,20668,98831
tests/kernel/test_map_priv/test,arm,qemu_cortex_m3,True,,,True,0.13792634010314941,12608,12888
tests/bluetooth/init/test_3,x86,qemu_x86,True,,CONF_FILE=prj_3.conf,True,,47059,37987
tests/benchmark/footprint/microkernel/footprint-reg,x86,qemu_x86,True,,TEST=reg,True,,18480,15812
tests/kernel/test_obj_tracing/nanokernel/test,arc,arduino_101_sss,True,,,False,,10584,7936
tests/kernel/test_obj_tracing/nanokernel/test,arm,olimexino_stm32,True,,,False,,9892,9056
tests/benchmark/latency_measure/microkernel/test,x86,qemu_x86_iamcu,True,,,True,10.221359014511108,33851,24055
tests/kernel/test_atomic/test,arm,olimexino_stm32,True,,,False,,3632,11108
tests/kernel/test_xip/microkernel/test,x86,arduino_101,True,,,False,,9340,18655
tests/benchmark/footprint/nanokernel/footprint-min,x86,arduino_101,True,,TEST=min,False,,352,2000
tests/kernel/test_atomic/test,arm,nucleo_f103rb,True,,,False,,3584,11068
tests/bluetooth/init/test_21,arm,olimexino_stm32,True,,CONF_FILE=prj_21.conf,False,,18520,82348
tests/kernel/test_obj_tracing/microkernel/test,arm,qemu_cortex_m3,True,,,True,0.011752843856811523,14184,12404
samples/drivers/gpio/test,arc,arduino_101_sss,True,,,False,,4468,8640
tests/kernel/test_pool/test,x86,arduino_101,True,,,False,,22152,23458
tests/kernel/test_early_sleep/test,x86,minnowboard,True,,,False,,23447,16407
tests/bluetooth/init/test_16,arm,nucleo_f103rb,True,,CONF_FILE=prj_16.conf,False,,13096,34908
tests/kernel/test_sema_priv/test,arm,stm32_mini_a15,True,,,False,,17476,17436
tests/kernel/test_sema/microkernel/test,arm,qemu_cortex_m3,True,,,True,12.121460676193237,9600,14732
tests/kernel/test_stackprot/microkernel/test,arm,stm32_mini_a15,True,,,False,,10736,17580
tests/kernel/test_slist/test,arm,nucleo_f103rb,True,,,False,,3608,9040
samples/kernel_event_logger/nanokernel/test,x86,qemu_x86,True,,,True,,25825,11925
tests/bluetooth/init/test_20,x86,minnowboard,True,,CONF_FILE=prj_20.conf,False,,109507,96867
tests/kernel/test_slist/test,arc,arduino_101_sss,True,,,False,,4352,8468
tests/kernel/test_critical/test,x86,qemu_x86_iamcu,True,,,True,15.369030714035034,20262,13766
tests/kernel/test_task/test,arm,qemu_cortex_m3,True,,,True,3.0068154335021973,10676,12912
samples/net/dtls_server/test-nano,x86,qemu_x86,True,,,True,,110491,89863
samples/drivers/pwm/test,arm,frdm_k64f,True,,,False,,3828,9020
samples/bluetooth/central/test_x86,x86,qemu_x86_iamcu,True,,,True,,51111,42039
tests/kernel/test_fifo/nanokernel/test,x86,arduino_101,True,,,False,,9064,24291
samples/bluetooth/peripheral_dis/test_x86,x86,qemu_x86,True,,,True,,48193,39153
tests/kernel/test_build/test_newlib,arm,olimexino_stm32,True,,CONF_FILE=newlib.conf,False,,8064,47368
tests/bluetooth/init/test_8,arm,stm32_mini_a15,True,,CONF_FILE=prj_8.conf,False,,13792,42684
tests/kernel/test_xip/microkernel/test,arm,frdm_k64f,True,,,False,,7880,13184
tests/kernel/test_sema/nanokernel/test,arm,olimexino_stm32,True,,,False,,7368,15540
samples/bluetooth/peripheral_hr/test_x86,x86,qemu_x86_iamcu,True,,,True,,74480,62688
tests/bluetooth/init/test_19,x86,quark_se_devboard,True,,CONF_FILE=prj_19.conf,False,,16796,52322
samples/bluetooth/peripheral_hr/test_arm,arm,frdm_k64f,True,,,False,,17152,54954
tests/benchmark/boot_time/nanokernel/test,x86,quark_d2000_crb,True,,,False,,1560,5607
tests/drivers/pinmux/test_pinmux_dev,x86,quark_d2000_crb,True,,,False,,1056,5121
tests/benchmark/sys_kernel/microkernel/test,x86,galileo,True,,,False,,75965,47493
tests/kernel/test_xip/nanokernel/test,arm,frdm_k64f,True,,,False,,3764,8068
samples/bluetooth/peripheral_csc/test_x86,x86,qemu_x86_iamcu,True,,,True,,49096,39992
tests/kernel/test_pipe/test,x86,arduino_101,True,,,False,,16776,33464
tests/kernel/test_fifo/nanokernel/test,x86,quark_d2000_crb,True,,,False,,4824,16214
tests/bluetooth/init/test_nano,x86,qemu_x86_iamcu,True,,KERNEL_TYPE=nano,True,,28832,22800
tests/bluetooth/init/test_7,arm,stm32_mini_a15,True,,CONF_FILE=prj_7.conf,False,,13824,44320
tests/bluetooth/init/test_6,arm,arduino_due,True,,CONF_FILE=prj_6.conf,False,,13508,41240
tests/bluetooth/init/test_5,arm,olimexino_stm32,True,,CONF_FILE=prj_5.conf,False,,13928,42088
tests/benchmark/sys_kernel/nanokernel/test,x86,quark_se_devboard,True,,,False,,9768,20774
tests/kernel/test_sema/nanokernel/test,x86,galileo,True,,,False,,44485,34817
tests/kernel/test_lifo/test,arc,quark_se_sss_devboard,True,,,False,,8320,16964
tests/kernel/test_xip/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,4344,6564
tests/bluetooth/init/test_19,arm,arduino_due,True,,CONF_FILE=prj_19.conf,False,,14412,36720
tests/kernel/test_mem_safe/test,arm,olimexino_stm32,True,,,False,,3748,11680
tests/kernel/test_slist/test,x86,galileo,True,,,False,,35369,29141
tests/benchmark/footprint/microkernel/footprint-reg,arm,olimexino_stm32,True,,TEST=reg,False,,6236,15964
tests/kernel/test_xip/nanokernel/test,x86,arduino_101,True,,,False,,5236,13340
tests/kernel/test_timer/nanokernel/test,arm,arduino_due,True,,,False,,7368,9180
samples/bluetooth/peripheral/test_nble,x86,arduino_101,True,,"CONF_FILE=""prj_nble.conf""",False,,18652,43347
tests/benchmark/app_kernel/test,x86,arduino_101,True,,,False,,37972,44783
tests/kernel/test_ipm/test,arm,qemu_cortex_m3,True,,,True,0.030986309051513672,4064,10008
tests/benchmark/sys_kernel/microkernel/test,x86,arduino_101,True,,,False,,31836,28244
tests/benchmark/footprint/microkernel/footprint-max,arm,frdm_k64f,True,,TEST=max,False,,15924,32216
samples/bluetooth/peripheral_dis/test_arm,arm,frdm_k64f,True,,,False,,13624,34166
tests/kernel/test_build/test_debug,arm,arduino_due,True,,CONF_FILE=debug.conf,False,,5268,17016
tests/kernel/test_stackprot/microkernel/test,x86,arduino_101,True,,,False,,12516,23485
tests/kernel/test_ring_buf/test,x86,qemu_x86_iamcu,True,,,True,0.24824213981628418,12729,8549
tests/bluetooth/init/test_0,arm,olimexino_stm32,True,,CONF_FILE=prj_0.conf,False,,11284,20900
tests/kernel/test_timer/microkernel/test,arm,qemu_cortex_m3,True,,,True,15.36575698852539,13764,22692
tests/crypto/test_aes/test,arm,qemu_cortex_m3,True,,,True,0.07117319107055664,11468,23062
samples/power/power_hooks/test,x86,qemu_x86_iamcu,True,,,True,,23827,17311
tests/crypto/test_sha256/test,x86,galileo,True,,,False,,88456,39984
tests/kernel/test_build/test_newlib,arm,frdm_k64f,True,,CONF_FILE=newlib.conf,False,,8108,46864
tests/kernel/test_fifo_priv/test,x86,qemu_x86_iamcu,True,,,True,0.26442909240722656,26761,18169
tests/benchmark/footprint/nanokernel/footprint-max,arm,arduino_due,True,,TEST=max,False,,4304,9032
samples/drivers/adc/test,arc,arduino_101_sss,True,,,False,,4496,9120
tests/kernel/test_timer/microkernel/test,x86,minnowboard,True,,,False,,38455,26775
tests/benchmark/footprint/nanokernel/footprint-max,x86,qemu_x86,True,,TEST=max,True,,16583,12403
tests/kernel/test_sema_priv/test,x86,galileo,True,,,False,,57071,38863
tests/bluetooth/init/test_14,x86,quark_se_devboard,True,,CONF_FILE=prj_14.conf,False,,16188,61851
tests/bluetooth/init/test_21,arm,arduino_due,True,,CONF_FILE=prj_21.conf,False,,18100,79740
samples/cpp_synchronization/microkernel/test,x86,arduino_101,True,,,False,,12512,28878
tests/kernel/test_obj_tracing/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,0.2489013671875,18077,8641
samples/bluetooth/central/test_arm,arm,olimexino_stm32,True,,,False,,13084,36464
tests/crypto/test_cbc/test,x86,qemu_x86,True,,,True,0.3748619556427002,23435,17987
tests/bluetooth/test_bluetooth/test_micro,arm,nucleo_f103rb,True,,,False,,11760,23356
tests/kernel/test_static_idt/microkernel/test,x86,galileo,True,,,False,,46319,34679
samples/kernel_event_logger/microkernel/test,arm,nucleo_f103rb,True,,,False,,20368,34276
tests/benchmark/footprint/nanokernel/footprint-max,x86,qemu_x86_iamcu,True,,TEST=max,True,,16359,12179
tests/kernel/test_static_idt/microkernel/test,x86,qemu_x86,True,,,True,0.24337291717529297,22415,13887
samples/bluetooth/peripheral_hr/test_nble,x86,arduino_101,True,,"CONF_FILE=""prj_nble.conf""",False,,17724,41616
tests/kernel/test_timer/nanokernel/test,x86,galileo,True,,,False,,41130,30774
tests/bluetooth/init/test_6,arm,nucleo_f103rb,True,,CONF_FILE=prj_6.conf,False,,13880,43808
samples/synchronization/nanokernel/test,arm,olimexino_stm32,True,,,False,,5660,11296
samples/synchronization/microkernel/test,arm,qemu_cortex_m3,True,,,True,,8472,12748
tests/kernel/test_atomic/test,x86,qemu_x86,True,,,True,0.2198624610900879,14396,11240
tests/benchmark/latency_measure/microkernel/test,x86,minnowboard,True,,,False,,34654,24822
tests/kernel/test_pipe_priv/test,arm,nucleo_f103rb,True,,,False,,14968,25796
tests/bluetooth/init/test_micro,x86,arduino_101,True,,,False,,14140,32356
tests/bluetooth/init/test_6,x86,minnowboard,True,,CONF_FILE=prj_6.conf,False,,61708,52092
tests/kernel/test_xip/microkernel/test,arm,nucleo_f103rb,True,,,False,,7708,12896
tests/kernel/test_sema/nanokernel/test,x86,quark_d2000_crb,True,,,False,,4816,13753
tests/bluetooth/init/test_4,x86,arduino_101,True,,CONF_FILE=prj_4.conf,False,,15868,54162
tests/kernel/test_fifo/nanokernel/test,arm,nucleo_f103rb,True,,,False,,7336,18544
tests/kernel/test_fifo/nanokernel/test,x86,qemu_x86,True,,,True,7.661650896072388,25213,18569
tests/kernel/test_atomic/test,arm,frdm_k64f,True,,,False,,3748,11288
tests/kernel/test_fifo/nanokernel/test,arm,arduino_due,True,,,False,,6968,15464
tests/kernel/test_sema/nanokernel/test,arm,frdm_k64f,True,,,False,,7492,15728
samples/cpp_synchronization/microkernel/test,x86,galileo,True,,,False,,67104,55432
tests/kernel/test_fifo_priv/test,arm,frdm_k64f,True,,,False,,11080,17672
tests/kernel/test_sema/microkernel/test,arm,stm32_mini_a15,True,,,False,,9824,17432
samples/kernel_event_logger/nanokernel/test,arm,stm32_mini_a15,True,,,False,,14296,24320
tests/kernel/test_sema/nanokernel/test,x86,minnowboard,True,,,False,,22847,16243
samples/drivers/pci_enum/test_micro,x86,galileo,True,,KERNEL_TYPE=micro,False,,42504,33936
tests/kernel/test_bitfield/test,x86,qemu_x86_iamcu,True,,,True,0.21865487098693848,12231,9075
tests/kernel/test_sema_priv/test,arm,qemu_cortex_m3,True,,,True,12.125804662704468,17252,14740
samples/nfc/nfc_hello/test,x86,qemu_x86,True,,,True,,15953,12525
tests/bluetooth/init/test_13,arm,nucleo_f103rb,True,,CONF_FILE=prj_13.conf,False,,14104,45900
tests/bluetooth/init/test_h5,x86,galileo,True,,CONF_FILE=prj_h5.conf,False,,56803,44243
tests/kernel/test_errno/test,x86,quark_d2000_crb,True,,,False,,1568,6623
tests/benchmark/footprint/nanokernel/footprint-min,x86,quark_d2000_crb,True,,TEST=min,False,,328,1516
tests/benchmark/latency_measure/microkernel/test,x86,galileo,True,,,False,,58193,45257
tests/kernel/test_pool/test,x86,qemu_x86,True,,,True,3.9100325107574463,35100,17968
tests/bluetooth/init/test_20,arm,olimexino_stm32,True,,CONF_FILE=prj_20.conf,False,,18648,82372
samples/bluetooth/peripheral_esp/test_arm,arm,stm32_mini_a15,True,,,False,,15196,48120
tests/kernel/test_mail_priv/test,x86,quark_se_devboard,True,,,False,,14940,30642
tests/kernel/test_task/test,x86,galileo,True,,,False,,48606,36902
tests/bluetooth/init/test_8,arm,qemu_cortex_m3,True,,CONF_FILE=prj_8.conf,True,,13588,40184
samples/bluetooth/peripheral/test_arm,arm,olimexino_stm32,True,,,False,,17880,57780
tests/benchmark/footprint/microkernel/footprint-min,x86,qemu_x86,True,,TEST=min,True,,5938,5386
tests/bluetooth/init/test_7,arm,olimexino_stm32,True,,CONF_FILE=prj_7.conf,False,,13968,44360
tests/kernel/test_mail/test,arm,arduino_due,True,,,False,,12868,21016
samples/net/echo_server/test,x86,minnowboard,True,,,False,,63822,47162
tests/kernel/test_stackprot/nanokernel/test,x86,galileo,True,,,False,,39784,32560
tests/benchmark/boot_time/microkernel/test,x86,qemu_x86_iamcu,True,,,True,0.2575397491455078,18676,13164
samples/net/echo_client/test,x86,minnowboard,True,,,False,,64735,48043
tests/kernel/test_fifo/microkernel/test,x86,galileo,True,,,False,,55929,44217
tests/bluetooth/init/test_3,x86,galileo,True,,CONF_FILE=prj_3.conf,False,,69460,57316
tests/kernel/test_ipm/test,x86,quark_d2000_crb,True,,,False,,1888,11513
tests/kernel/test_bitfield/test,x86,arduino_101,True,,,False,,5220,15088
samples/cpp_synchronization/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,6364,8188
tests/kernel/test_slist/test,x86,minnowboard,True,,,False,,12284,9128
tests/kernel/test_sema/microkernel/test,x86,galileo,True,,,False,,49391,38863
tests/kernel/test_lifo/test,x86,galileo,True,,,False,,46559,36683
samples/synchronization/microkernel/test,arm,arduino_due,True,,,False,,8424,13244
samples/drivers/spi_flash/test,x86,arduino_101,True,,,False,,6040,18493
tests/kernel/test_stackprot/microkernel/test,arm,nucleo_f103rb,True,,,False,,10832,17580
tests/kernel/test_obj_tracing/nanokernel/test,arm,stm32_mini_a15,True,,,False,,9748,9016
tests/kernel/test_fifo_priv/test,arm,olimexino_stm32,True,,,False,,10956,17420
tests/bluetooth/init/test_2,x86,galileo,True,,CONF_FILE=prj_2.conf,False,,69460,57316
tests/bluetooth/init/test_12,x86,minnowboard,True,,CONF_FILE=prj_12.conf,False,,63191,53511
tests/bluetooth/init/test_4,arm,stm32_mini_a15,True,,CONF_FILE=prj_4.conf,False,,13784,40800
tests/kernel/test_fifo/microkernel/test,arm,nucleo_f103rb,True,,,False,,10916,22656
tests/kernel/test_context/test,x86,quark_se_devboard,True,,,False,,9816,19642
tests/kernel/test_ipm/test,arm,frdm_k64f,True,,,False,,4556,12984
tests/kernel/test_slist/test,arm,stm32_mini_a15,True,,,False,,3512,9040
tests/kernel/test_mail/test,arm,qemu_cortex_m3,True,,,True,0.2729954719543457,12916,20520
tests/kernel/test_libs/test,arm,arduino_due,True,,,False,,10516,12880
tests/bluetooth/init/test_13,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_13.conf,True,,63067,53387
tests/bluetooth/init/test_2,arm,frdm_k64f,True,,CONF_FILE=prj_2.conf,False,,13216,33098
samples/bluetooth/peripheral_esp/test_x86,x86,qemu_x86_iamcu,True,,,True,,65531,55883
tests/kernel/test_task/test,arm,frdm_k64f,True,,,False,,11160,15900
tests/kernel/test_context/test,x86,galileo,True,,,False,,41320,32676
tests/kernel/test_fifo_priv/test,x86,galileo,True,,,False,,50990,39318
tests/kernel/test_build/test_newlib,x86,galileo,True,,CONF_FILE=newlib.conf,False,,94890,86634
tests/drivers/pinmux/test_pinmux_dev,arm,frdm_k64f,True,,,False,,3776,7916
tests/benchmark/footprint/microkernel/footprint-max,arm,stm32_mini_a15,True,,TEST=max,False,,15656,31924
tests/benchmark/footprint/microkernel/footprint-reg,arm,stm32_mini_a15,True,,TEST=reg,False,,6092,15924
tests/benchmark/app_kernel/test,x86,galileo,True,,,False,,99425,64645
samples/drivers/adc/test,x86,galileo,True,,,False,,33995,27735
samples/kernel_event_logger/microkernel/test,x86,qemu_x86_iamcu,True,,,True,,38242,20722
tests/kernel/test_slist/test,x86,quark_d2000_crb,True,,,False,,1056,6865
tests/bluetooth/init/test_10,arm,arduino_due,True,,CONF_FILE=prj_10.conf,False,,13648,42420
tests/bluetooth/init/test_19,x86,qemu_x86,True,,CONF_FILE=prj_19.conf,True,,55244,46060
